texto_tweet,texto_procesado,Mencion_Gobierno,Sentimiento
"@CajaLosAndes llamo al call center y nadie me contesta. Que debo hacer para poner a mi bebe de 8 meses como carga familiar????
#CajaLosAndes", llamo al call center y nadie me contesta. que debo hacer para poner a mi bebe de 8 meses como carga familiar???? #cajalosandes,No,Muy negativo
@CajaLosAndes bastante impresentable que en la sucursal ubicado en edificio de la Cámara Chilena tengan a  una sola persona trabajando habiendo seis puestos vacíos!, bastante impresentable que en la sucursal ubicado en edificio de la cámara chilena tengan a  una sola persona trabajando habiendo seis puestos vacíos!,No,Negativo
RT @AlfredoBendeck: ¿Amigos alguien tiene un dato confiable y real de alguna financiera que haga préstamos rápidos con dicom? @cmfchile_ @M…,  ¿amigos alguien tiene un dato confiable y real de alguna financiera que haga préstamos rápidos con dicom?  ,No,Muy negativo
¿Amigos alguien tiene un dato confiable y real de alguna financiera que haga préstamos rápidos con dicom? @cmfchile_ @Muni_LasCondes @AmuchChile @CajaLosAndes @24HorasTVN @CNNChile @easytienda @DicomEquifax  @MuchoGustoMEGA @BuenosDiasTVN @ContigoCHV,¿amigos alguien tiene un dato confiable y real de alguna financiera que haga préstamos rápidos con dicom?            ,No,Muy negativo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
"RT @swilsont: Hola, me ayudarían?

Porfa visiten https://t.co/ivw2GCjnh5 , click en ""Apoyar Idea"" y completen el breve formulario de regist…","  hola, me ayudarían?  porfa visiten  , click en ""apoyar idea"" y completen el breve formulario de regist…",No,Neutral
"@OHigginsoficial @CajaLosAndes @CampeonatoCL Denle el trato que se merecen las chiquillas, que jueguen con publico local no más y era. Si no quieren ocupar el teniente, el municipal es buena opción. Las chiquillas se ganaron ese derecho!","   denle el trato que se merecen las chiquillas, que jueguen con publico local no más y era. si no quieren ocupar el teniente, el municipal es buena opción. las chiquillas se ganaron ese derecho!",No,Muy positivo
"RT @swilsont: Hola, me ayudarían?

Porfa visiten https://t.co/ivw2GCjnh5 , click en ""Apoyar Idea"" y completen el breve formulario de regist…","  hola, me ayudarían?  porfa visiten  , click en ""apoyar idea"" y completen el breve formulario de regist…",No,Neutral
@CajaLosAndes @VerJuanCarlos Muchas gracias la solucion fue efectiva y clara con mucho apoyo con esta caja los andes,  muchas gracias la solucion fue efectiva y clara con mucho apoyo con esta caja los andes,No,Muy positivo
@CajaLosAndes Enviada la cédula por DM.  Quedo atento Gracias, enviada la cédula por dm.  quedo atento gracias,No,Muy positivo
@CajaLosAndes Acabo de enviar mis datos...favor tengan la deferencia de responder, acabo de enviar mis datos...favor tengan la deferencia de responder,No,Muy negativo
"@pvisintini da @CajaLosAndes: ""Antes da transformação digital, a transformação cultural é muito importante, preparando a adaptação dos colaboradores justamente para a implementação de novas tecnologias."" Comente com o #OracleSummitLATAM e acompanhe https://t.co/OnzTEVCCil https://t.co/IimxTKniLl"," da  ""antes da transformação digital, a transformação cultural é muito importante, preparando a adaptação dos colaboradores justamente para a implementação de novas tecnologias."" comente com o #oraclesummitlatam e acompanhe  ",No,Muy positivo
@CajaLosAndes ya tienen sistema sus sucursales ???, ya tienen sistema sus sucursales ???,No,Muy negativo
@CajaLosAndes hola...en qué centro médico  puedo ocupar mi crédito de salud ?? 🙏🙏🙏, hola...en qué centro médico  puedo ocupar mi crédito de salud ?? 🙏🙏🙏,No,Muy negativo
"@CajaLosAndes aca un grupo, nos cerraron la puerta, ya que no saben como dar respuesta a que queremos numero de atencion pero se debe pedir por la pagina, y la pagina no funciona https://t.co/bTfItzLFwb"," aca un grupo, nos cerraron la puerta, ya que no saben como dar respuesta a que queremos numero de atencion pero se debe pedir por la pagina, y la pagina no funciona ",No,Muy negativo
RT @ViviAcunaC: @fel_luis @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes @soluinnova Yo también tenía 40 hrs y real…,         yo también tenía 40 hrs y real…,No,Muy negativo
@CajaLosAndes cómo puedo saber el tramo en que se encuentran las cargas familiares de un trabajador asociado a caja Los Andes? Gracias, cómo puedo saber el tramo en que se encuentran las cargas familiares de un trabajador asociado a caja los andes? gracias,No,Muy negativo
"@CajaLosAndes  Estimados, traté de realizar una Tramitación Asignación Familiar y la respuesta es TAN AMBIGUA que llega a ser frustrante. Más encima indican que  Asignación Familiar ha sido cerrada. 
No se entiende por que está rechazada? hay que hacer todo de nuevo?
@SUSESOChile","  estimados, traté de realizar una tramitación asignación familiar y la respuesta es tan ambigua que llega a ser frustrante. más encima indican que  asignación familiar ha sido cerrada.  no se entiende por que está rechazada? hay que hacer todo de nuevo? ",No,Muy negativo
"@CajaLosAndes Jiji, les envíe todo lo solicitado y aún no responden,se dan cuenta"," jiji, les envíe todo lo solicitado y aún no responden,se dan cuenta",No,Muy positivo
@CajaLosAndes consulta porque sucursal huechuraba tiene su ingreso cerrado? Tienen a la gente afuera y nadie ni siquiera se acerca a consultar qué necesitan., consulta porque sucursal huechuraba tiene su ingreso cerrado? tienen a la gente afuera y nadie ni siquiera se acerca a consultar qué necesitan.,No,Muy negativo
"@CajaLosAndes @CajaLosAndes hasta cuando seguirán estafando a sus afiliados, suber certificados de pagos a sus sistema cuando nunca le han pagado a sus afiliados. Claro a menos que reclamen, Cúanto roban cada día con la venia de #SUSESOChile. He ingresado 2 reclamos anteriores.","  hasta cuando seguirán estafando a sus afiliados, suber certificados de pagos a sus sistema cuando nunca le han pagado a sus afiliados. claro a menos que reclamen, cúanto roban cada día con la venia de #susesochile. he ingresado 2 reclamos anteriores.",No,Muy negativo
Oye les parece prudente llamar a esta hora un día sábado ofreciendo un crédito? @CajaLosAndes https://t.co/hZuqCPxjZb,oye les parece prudente llamar a esta hora un día sábado ofreciendo un crédito?  ,No,Muy negativo
Hola @CajaLosAndes  me pueden ayudar.,hola   me pueden ayudar.,No,Muy positivo
"@CajaLosAndes 
fui a sus oficinas a repactar 2 créditos, repactacion que aceptaron...
(tengo documentos)
Las cuotas serian descontadas desde agosto... Pero de igual forma empezaron a descontarme este mes, con cuotas de un valor que yo no firmé","  fui a sus oficinas a repactar 2 créditos, repactacion que aceptaron... (tengo documentos) las cuotas serian descontadas desde agosto... pero de igual forma empezaron a descontarme este mes, con cuotas de un valor que yo no firmé",No,Muy negativo
"Ni whatsapp, ni el fono, ninguno maneja información correcta, unos andan mas perdidos que otros (ustedes escojan cuales) 🤣 es un desastre en los pagos y en la información que manejan @CajaLosAndes no tiene ni un brillo. https://t.co/IUUc1J3QVj","ni whatsapp, ni el fono, ninguno maneja información correcta, unos andan mas perdidos que otros (ustedes escojan cuales) 🤣 es un desastre en los pagos y en la información que manejan  no tiene ni un brillo. ",No,Muy negativo
"@arv00316 @CajaLosAndes Hola Álvaro, efectivamente, puedes ingresar tu reclamo contra @CajaLosAndes en nuestro portal del consumidor: https://t.co/QEtU7Lbf0f y también puedes informarte sobre reclamos a cajas de compensación a través del sitio web de @SUSESOChile: https://t.co/SE6iQtOrPH. ¡Un abrazo!","  hola álvaro, efectivamente, puedes ingresar tu reclamo contra  en nuestro portal del consumidor:  y también puedes informarte sobre reclamos a cajas de compensación a través del sitio web de   ¡un abrazo!",No,Muy negativo
"@clamm73 @CajaLosAndes Hola Claudio, puedes ingresar tu reclamo contra @CajaLosAndes en nuestro portal del consumidor: https://t.co/Duj7rxtXk0 y también puedes informarte sobre reclamos a cajas de compensación a través del sitio web de @SUSESOChile: https://t.co/SE6iQtwQr7. ¡Un abrazo!","  hola claudio, puedes ingresar tu reclamo contra  en nuestro portal del consumidor:  y también puedes informarte sobre reclamos a cajas de compensación a través del sitio web de   ¡un abrazo!",No,Muy negativo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
"Señor @CajaLosAndes 
Vengo a repactar... Adelante, pase y siéntese
Vengo a liquidar adelantado mi crédito... Póngase en esa fila de 15 personas en la calle a pleno sol.
Situación real sucursal Miraflores","señor   vengo a repactar... adelante, pase y siéntese vengo a liquidar adelantado mi crédito... póngase en esa fila de 15 personas en la calle a pleno sol. situación real sucursal miraflores",No,Muy negativo
Gracias @CajaLosAndes x esos 5000 cupos para @dadyyanki1 . Mi hija feliz!!,gracias  x esos 5000 cupos para  . mi hija feliz!!,No,Muy positivo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
"Genial esta invitación! una invitación de @CajaLosAndes a todos, sobre todo a los ""Grandes"" de cada familia, con sus hijos, nietos y amigos. Un programa como los de antes, desarrollado junto a @canal13  y presentado por @rubionatural. Imprerdible. #ConstruyendoValorSocial https://t.co/Fqs8nHSqVm","genial esta invitación! una invitación de  a todos, sobre todo a los ""grandes"" de cada familia, con sus hijos, nietos y amigos. un programa como los de antes, desarrollado junto a   y presentado por  imprerdible. #construyendovalorsocial ",No,Muy positivo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
"@jeannette_jara @camila_vallejo @CajaLosAndes @FirstJobLatam @Detacoop La caridad comienza por casa Ministra. Lo lógico es que los FFPP tengan 40 horas, considerando que la disminución son sólo 4. Ésa sería una señal potente, que el Estado como empleador tenga 40 horas","     la caridad comienza por casa ministra. lo lógico es que los ffpp tengan 40 horas, considerando que la disminución son sólo 4. ésa sería una señal potente, que el estado como empleador tenga 40 horas",No,Neutral
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
"@CajaLosAndes Necesito solicitar un certificado de ""renuncia a la caja los andes"" me lo solicitan para poder poner como carga a mi hija en mi nuevo trabajo, dónde y cómo se hace esto?"," necesito solicitar un certificado de ""renuncia a la caja los andes"" me lo solicitan para poder poner como carga a mi hija en mi nuevo trabajo, dónde y cómo se hace esto?",No,Muy negativo
"@Accenture_CL @CajaLosAndes @Kyndryl @womchile @Emol ""Desde WOM creemos que estar conectados no es un lujo, es una necesidad y desde ahí impulsamos el acceso y capacitación digital"", agrega Constanza Atlagich de @womchile 

📡 EN VIVO por @Emol: https://t.co/QGwyVLwVj8 https://t.co/Ri2u5ITuSV","     ""desde wom creemos que estar conectados no es un lujo, es una necesidad y desde ahí impulsamos el acceso y capacitación digital"", agrega constanza atlagich de    📡 en vivo por   ",No,Muy positivo
@CajaLosAndes Un entradita por el amor a Dios y a la cordillera 🙏🏼🙏🏼🙏🏼🙏🏼 #DaddyYankee, un entradita por el amor a dios y a la cordillera 🙏🏼🙏🏼🙏🏼🙏🏼 #daddyyankee,No,Muy positivo
RT @STGOSeLevanta: Jueves por la tarde en San Pablo esq Libertad fueron asaltados 2 vecinos saliendo de @CajaLosAndes luego de pagarles cré…,  jueves por la tarde en san pablo esq libertad fueron asaltados 2 vecinos saliendo de  luego de pagarles cré…,No,Muy negativo
"@MV_3771 @CajaLosAndes Exacto, desde Mayo me piden los mismos papeles, supuestamente demoran 5 días en gestionar y nada, nadie los regula y @SUSESOChile brilla por su ausencia. Hay q funarlos por todos lados, por caras de raja! O simplemente crear un grupo y demandarlos de manera colectiva. Suerte!!","  exacto, desde mayo me piden los mismos papeles, supuestamente demoran 5 días en gestionar y nada, nadie los regula y  brilla por su ausencia. hay q funarlos por todos lados, por caras de raja! o simplemente crear un grupo y demandarlos de manera colectiva. suerte!!",No,Muy negativo
"@CajaLosAndes   muy lindo el comercial de la tecnología y los recursos en comida o medio ambiente
Pero mujer génerica número 30000
Enserio podrían colocar a otra persona",   muy lindo el comercial de la tecnología y los recursos en comida o medio ambiente pero mujer génerica número 30000 enserio podrían colocar a otra persona,No,Muy negativo
RT @UAI_VINA: “Hay tecnología y recursos para abastecernos pero necesitamos tratar el agua. Más que buscar nuevos recursos hídricos hay que…,  “hay tecnología y recursos para abastecernos pero necesitamos tratar el agua. más que buscar nuevos recursos hídricos hay que…,No,Neutral
RT @mmullor2016: @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el president…,       quieren reducir el trabajo a 40horas y el president…,No,Muy negativo
RT @mmullor2016: @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el president…,       quieren reducir el trabajo a 40horas y el president…,No,Muy negativo
"@CajaLosAndes como el loli esta caja ver el tema del crédito para reprogramar no dan respuesta.para llamado todos el día al Call center y ningún ejecutivo me dio solución al tema,se comunicaron con un supervisor esperando en línea nada comuníquese con cobranza cero gestión inútil"," como el loli esta caja ver el tema del crédito para reprogramar no dan respuesta.para llamado todos el día al call center y ningún ejecutivo me dio solución al tema,se comunicaron con un supervisor esperando en línea nada comuníquese con cobranza cero gestión inútil",No,Muy negativo
"@mafer_35 @CajaLosAndes lamentable situación. la Caja los Andes al final es una empresa prestamista más y no cumple su rol social  de ser sin fines de lucro..por algo sus dueños son la cámara chilena de la construcción ...es cosa de ver que tal son sus otras empresas (clínicas , afps etc)","  lamentable situación. la caja los andes al final es una empresa prestamista más y no cumple su rol social  de ser sin fines de lucro..por algo sus dueños son la cámara chilena de la construcción ...es cosa de ver que tal son sus otras empresas (clínicas , afps etc)",No,Muy negativo
"Fui a @MetlifeChile a reclamar x un cargo equivocado en mi pensión. Reconocieron el error y me aseguraron q el dinero sería devuelto en Marzo.
Al otro día me envían un correo solicitando vaya a @CajaLosAndes a pedir la devolución del dinero.
No entiendo yo no cometí el error.",fui a  a reclamar x un cargo equivocado en mi pensión. reconocieron el error y me aseguraron q el dinero sería devuelto en marzo. al otro día me envían un correo solicitando vaya a  a pedir la devolución del dinero. no entiendo yo no cometí el error.,No,Muy negativo
"@CajaLosAndes buen día, sigo esperando desde el 13/10 que acrediten una carga familiar. Cuando estará listo?"," buen día, sigo esperando desde el 13/10 que acrediten una carga familiar. cuando estará listo?",No,Positivo
"@CajaLosAndes me acaba de llegar el correo y ya esta agotado, que chantas.... se aseguraron los trabajadores primero https://t.co/mBONmvDqkE"," me acaba de llegar el correo y ya esta agotado, que chantas.... se aseguraron los trabajadores primero ",No,Muy negativo
"🗣️Red de Empresas Interculturales (REI) se reunió con grupo de aliadas: en la cita, que contó con la presencia de #EmpresasSB, #Bupa, @CajaLosAndes, @metrodesantiago y @arcosdorados, se abordó valor de la interculturalidad y metas ¡Conoce los detalles!👉https://t.co/lv2MlPByrf https://t.co/GPMcGzZ705","🗣️red de empresas interculturales (rei) se reunió con grupo de aliadas: en la cita, que contó con la presencia de #empresassb, #bupa,   y  se abordó valor de la interculturalidad y metas ¡conoce los detalles!👉https://t.co/lv2mlpbyrf ",No,Positivo
"@CajaLosAndes Llevo esperando casi un mes el pago de mi licencia, ya les escribí y no tengo respuesta. Como es posible que debamos recurrir a RRSS para que hagan su trabajo😓"," llevo esperando casi un mes el pago de mi licencia, ya les escribí y no tengo respuesta. como es posible que debamos recurrir a rrss para que hagan su trabajo😓",No,Muy negativo
@CajaLosAndes estoy tratando de llamar y se queda mudo... Necesito saber que papeles debo presentar para afiliar mi empresa, estoy tratando de llamar y se queda mudo... necesito saber que papeles debo presentar para afiliar mi empresa,No,Muy negativo
"@CajaLosAndes HACEN TANTOS PROBLEMAS PARA PAGAR UNA LICENCIA QUE MAS PARECE QUE QUIEREN QUEDARSE CON LA PLATA , INOPERANTES Y SINVERGÜENZAS"," hacen tantos problemas para pagar una licencia que mas parece que quieren quedarse con la plata , inoperantes y sinvergüenzas",No,Muy negativo
"@lobosorno Vengo a decir q esos conchesumadres de la @CajaLosAndes jamas en la vida me han pagado una licencia. Ni siquiera me pagaron una licencia x Covid cuando eran 14 dias obligatorios.
Sinvergüenzas siempre una excusa para no pagar
Debe ser por eso que todas las empresas los prefieren.", vengo a decir q esos conchesumadres de la  jamas en la vida me han pagado una licencia. ni siquiera me pagaron una licencia x covid cuando eran 14 dias obligatorios. sinvergüenzas siempre una excusa para no pagar debe ser por eso que todas las empresas los prefieren.,No,Muy negativo
"@CajaLosAndes imposible comunicarse con ustedes, necesito hacer consultas en Sucursal VILLARRICA y teléfono no termina llamadas y corta antes de tiempo. Su página web es muy mala y no está actualizada. El colmo!"," imposible comunicarse con ustedes, necesito hacer consultas en sucursal villarrica y teléfono no termina llamadas y corta antes de tiempo. su página web es muy mala y no está actualizada. el colmo!",No,Muy negativo
"@camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Ya @camila_vallejo ud me puede decir cuál es costo que tendría este proyecto nos puede presentar cifras por qué si no puedes, estos es solamente es populismo pero bueno uds son expertos en esto 😒","     ya  ud me puede decir cuál es costo que tendría este proyecto nos puede presentar cifras por qué si no puedes, estos es solamente es populismo pero bueno uds son expertos en esto 😒",No,Muy negativo
@CajaLosAndes Compin autorizo ayer cuando me la pagará la caja cuál es el plazo?, compin autorizo ayer cuando me la pagará la caja cuál es el plazo?,No,Muy negativo
@CajaLosAndes Tardan mucho tiempo en responder y encima no pagan las licencias post natal a tiempo! Mucha propaganda y poco trabajo. No piensan en las personas!!, tardan mucho tiempo en responder y encima no pagan las licencias post natal a tiempo! mucha propaganda y poco trabajo. no piensan en las personas!!,No,Muy negativo
"Quiero dar a conocer que @CajaLosAndes esta jugando con el dinero de los pagos de licencia médicas aprobadas por compin, llevo más de un mes esperando mi pago, no puede ser posible que nadie fiscalize esto. @jananeme @MuchoGustoMEGA @rodrigosepu","quiero dar a conocer que  esta jugando con el dinero de los pagos de licencia médicas aprobadas por compin, llevo más de un mes esperando mi pago, no puede ser posible que nadie fiscalize esto.   ",No,Muy negativo
"@CajaLosAndes hola! Estoy tratando de pagar mí crédito y me sale este error, he intentado con dos tarjetas distintas de personas distintasy me sale lo mismo https://t.co/dWzIHl5G1z"," hola! estoy tratando de pagar mí crédito y me sale este error, he intentado con dos tarjetas distintas de personas distintasy me sale lo mismo ",No,Muy negativo
RT @mmullor2016: @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el president…,       quieren reducir el trabajo a 40horas y el president…,No,Muy negativo
@CajaLosAndes No quieren ni responder y le van á pagar una licencia jajaja estoy en las mismas, no quieren ni responder y le van á pagar una licencia jajaja estoy en las mismas,No,Muy negativo
"@CajaLosAndes Lo te intentado de esa forma sin embargo al momento de recalcular antes de pagar previred lo saca de na nómina, solo deja el 6.45% de fonasa."," lo te intentado de esa forma sin embargo al momento de recalcular antes de pagar previred lo saca de na nómina, solo deja el 6.45% de fonasa.",No,Negativo
"@CajaLosAndes pésimo servicio, más de una hora para atender a 5 personas. Es una falta de respeto, no se cumplen medidas sanitarias ya que el tiempo de permanencia es muy alto. La atención de los ejecutivos es excelente."," pésimo servicio, más de una hora para atender a 5 personas. es una falta de respeto, no se cumplen medidas sanitarias ya que el tiempo de permanencia es muy alto. la atención de los ejecutivos es excelente.",No,Muy negativo
"@CajaLosAndes quiero pagar un crédito social y servipag y sencillito no dan info, favor necesito saber estado de cuotas"," quiero pagar un crédito social y servipag y sencillito no dan info, favor necesito saber estado de cuotas",No,Muy negativo
@CajaLosAndes que nunca puedan reducir el tiempo de espera en sucursal 😒, que nunca puedan reducir el tiempo de espera en sucursal 😒,No,Muy positivo
@CajaLosAndes Hola estoy tratando de tomar un crédito pero llevo tiempo esperando el whatsapp y dice ejecutivos ocupados etc …, hola estoy tratando de tomar un crédito pero llevo tiempo esperando el whatsapp y dice ejecutivos ocupados etc …,No,Muy negativo
"10 llamadas a su callcenter, nadie responde, su app no funciona, y mi dinero nadie sabe que pasa, @CajaLosAndes @CajaAndes haganse cargo, pesimo servicio!","10 llamadas a su callcenter, nadie responde, su app no funciona, y mi dinero nadie sabe que pasa,   haganse cargo, pesimo servicio!",No,Muy negativo
Señores de @CajaLosAndes porque tramitan tanto para pagar una licencia se pasan  @CajaLosAndes,señores de  porque tramitan tanto para pagar una licencia se pasan  ,No,Muy negativo
Sigo esperando la respuesta de @CajaLosAndes que claramente se metieron la resolución de la @SUSESOChile por donde ya todos sabemos!!! Desde enero esperando que me paguen como corresponde licencia covid+ ya la falta de respeto superó todo limite. https://t.co/pSONrvu6ko,sigo esperando la respuesta de  que claramente se metieron la resolución de la  por donde ya todos sabemos!!! desde enero esperando que me paguen como corresponde licencia covid+ ya la falta de respeto superó todo limite. ,No,Muy negativo
"Verguenza @CajaLosAndes hace días realice solicitud de extinción ya que x mi trabajo me cambio a @Caja18 y me envian esto 👇es ""EXTINCIÓN"" no EXTENSIÓN que poco cuidado y por culpa de sus inoperancias tengo que seguir esperando y no recibo el bono marzo @RECLAMO_CHILE https://t.co/NBxgJxjGmr","verguenza  hace días realice solicitud de extinción ya que x mi trabajo me cambio a  y me envian esto 👇es ""extinción"" no extensión que poco cuidado y por culpa de sus inoperancias tengo que seguir esperando y no recibo el bono marzo  ",No,Muy negativo
"Y @CajaLosAndes sigue sin atender trámite de cargas legales. Poca empatía con un joven padre de 2 niñas, que necesita acreditarlas urgente por motivos hospitalarios 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️. @SUSESOChile https://t.co/mvV2JHuFb8","y  sigue sin atender trámite de cargas legales. poca empatía con un joven padre de 2 niñas, que necesita acreditarlas urgente por motivos hospitalarios 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️.  ",No,Muy negativo
"@CajaLosAndes desde ayer estoy llamando al número que me dieron uds para ver qué pasa con mis reembolsos y he esperado más de una hora por llamado y nadie responde, y en el call nadie sabe nada 😡"," desde ayer estoy llamando al número que me dieron uds para ver qué pasa con mis reembolsos y he esperado más de una hora por llamado y nadie responde, y en el call nadie sabe nada 😡",No,Muy negativo
"@CajaLosAndes Mas de 7 meses esperando el correo de uds, es una broma no? acabo de llamar y la ejecutiva magda rivera repitiendo lo mismo, solicitaremos el correo  etc etc. Que mala gestión!!"," mas de 7 meses esperando el correo de uds, es una broma no? acabo de llamar y la ejecutiva magda rivera repitiendo lo mismo, solicitaremos el correo  etc etc. que mala gestión!!",No,Muy negativo
"@CajaLosAndes He llamado todo el día, me gustaría saber como hacen el calculo para pagar una licencia por Covid, no he tenido respuesta por ninguno de sus canales de atención."," he llamado todo el día, me gustaría saber como hacen el calculo para pagar una licencia por covid, no he tenido respuesta por ninguno de sus canales de atención.",No,Muy positivo
"no sé que datos tiene @CajaLosAndes para pagar 80.000 por 15 días de licencia, 160.000 pesos por un mes ni siquiera es el sueldo MÍNIMO","no sé que datos tiene  para pagar 80.000 por 15 días de licencia, 160.000 pesos por un mes ni siquiera es el sueldo mínimo",No,Muy negativo
"@jorgecibia @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Si amigo, con trabajadores más productivos, mayor inversión y certeza jurídica, eso en la New Zealand 🇳🇿 de Latam no va a suceder 🤥","      si amigo, con trabajadores más productivos, mayor inversión y certeza jurídica, eso en la new zealand 🇳🇿 de latam no va a suceder 🤥",No,Negativo
"@CajaLosAndes Pa que se demoren mas tiempo aun super fome su forma de tratar a sus afiliados, ya con esto me cambio de caja"," pa que se demoren mas tiempo aun super fome su forma de tratar a sus afiliados, ya con esto me cambio de caja",No,Muy negativo
@CajaLosAndes No me sirve por contacto directo ya no tengo solución y no pagarán mis licencias aprobadas y eso que están todas mis cotizaciones al día @ministeriosalud @GobiernodeChile @lacuarta @ContigoCHV, no me sirve por contacto directo ya no tengo solución y no pagarán mis licencias aprobadas y eso que están todas mis cotizaciones al día    ,Si,Muy negativo
"@CajaLosAndes estimados aun esperando repuestas de ustedes por el tema de compra de entradas a piscinas temporadas las cuales ustedes me vendieron las entradas las cuales me cancelaron el mismo día,como es posible que la devolución de dinero la puedan hacer 15 días después y todo"," estimados aun esperando repuestas de ustedes por el tema de compra de entradas a piscinas temporadas las cuales ustedes me vendieron las entradas las cuales me cancelaron el mismo día,como es posible que la devolución de dinero la puedan hacer 15 días después y todo",No,Muy negativo
Necesito urgente alguien que me de información fidedigna respecto del pago retroactivo de carga familiar ya que cada vez que llamo a @CajaLosAndes  son por lo bajo 20 minutos esperando en linea para que cada ejecutivo me de una información mas creativa que el otro.,necesito urgente alguien que me de información fidedigna respecto del pago retroactivo de carga familiar ya que cada vez que llamo a   son por lo bajo 20 minutos esperando en linea para que cada ejecutivo me de una información mas creativa que el otro.,No,Negativo
"@CajaLosAndes @shole_acuna Hola, que pasa con los teléfonos? Nadie responde 3 llamadas esperando más de 10 min en cada una.","  hola, que pasa con los teléfonos? nadie responde 3 llamadas esperando más de 10 min en cada una.",No,Muy negativo
"🤬🤬🤬🤬🤬🤬🤬🤬🤬Vamos a seguir con las llamadas @CajaLosAndes ?  @SERNAC
Qué se puede hacer por este acoso?
A diario más de 8 llamadas... https://t.co/Y2cJ7smwIJ",🤬🤬🤬🤬🤬🤬🤬🤬🤬vamos a seguir con las llamadas  ?   qué se puede hacer por este acoso? a diario más de 8 llamadas... ,No,Muy negativo
@CajaLosAndes Sus cabales no sirven.. Si no no estaria aquiperdiendo mi tiempo. Preocúpense de la gente q esta a todo sol esperan una pesima atencion, sus cabales no sirven.. si no no estaria aquiperdiendo mi tiempo. preocúpense de la gente q esta a todo sol esperan una pesima atencion,No,Muy negativo
@CajaLosAndes esto pasa con los beneficios que no llegan a destino??? No seria mejor un hogar de menores u otra caridad... no se!!. https://t.co/FBBD5GvUUu, esto pasa con los beneficios que no llegan a destino??? no seria mejor un hogar de menores u otra caridad... no se!!. ,No,Muy negativo
"@CajaLosAndes Cotización en fonasa, pero aun así USTEDES NO ME QUIEREN PAGAR MI LICENCIA MÉDICA"," cotización en fonasa, pero aun así ustedes no me quieren pagar mi licencia médica",No,Neutral
"@CajaLosAndes hola, está caída su página? Hace rato intento entrar para ver el tema de una licencia y no me deja."," hola, está caída su página? hace rato intento entrar para ver el tema de una licencia y no me deja.",No,Muy negativo
